address,latitude,longitude,Subway_count,School_count,Park_count,Metro_count,Bus_count,Supermarket_count,Bank_count,Parking_count,Cinema_count,Mall_count,Restaurant_count,Gym_count,Boutique_count,Museum_count,Arts_count,Theatre_count
"302 96th St #2R, Brooklyn, NY 11209",40.616364,-74.03392,8,1,1,2,55,3,4,1,0,0,40,0,0,0,0,0
"7319 5th Ave, Brooklyn, NY 11209",40.630363,-74.02196,8,0,0,3,78,4,6,0,1,0,52,0,0,0,1,0
"130 88th St, Brooklyn, NY 11209",40.62328,-74.03624,8,0,0,2,53,3,6,1,0,0,46,0,0,0,0,0
"65-41 Booth St #2L, Rego Park, NY 11374",40.727116,-73.85864,10,1,0,2,77,7,14,10,0,0,55,0,0,0,0,0
"6423 Palmetto St, Flushing, NY 11385",40.709373,-73.895065,7,4,0,3,62,7,7,0,0,0,59,0,0,0,0,0
"61-40 82nd Pl, Middle Village, NY 11379",40.725006,-73.876144,0,2,0,0,68,2,1,0,0,0,7,0,0,0,0,0
"47-05 5th St   #203, Long Island City, NY 11101",40.7457,-73.9553,24,3,0,8,37,8,4,2,0,0,56,0,0,1,2,2
"123 E  91st St, New York, NY 10128",40.78315,-73.95378,22,17,1,5,80,13,18,5,1,0,173,0,1,1,1,1
"522 E  87th St, New York, NY 10128",40.776012,-73.94569,16,9,0,3,59,11,19,6,1,0,165,0,1,0,2,1
"77 Rhine Ave, Staten Island, NY 10304",40.61122,-74.08669,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0
"106 Cromwell Cir, Staten Island, NY 10304",40.59049,-74.11068,0,0,0,1,14,0,3,0,0,0,0,0,0,0,0,0
"16 Mickardan Ct, Staten Island, NY 10304",40.617348,-74.082596,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"724 Todt Hill Rd, Staten Island, NY 10304",40.594063,-74.11096,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0
"354 Targee St, Staten Island, NY 10304",40.618664,-74.08507,0,1,0,0,22,0,0,1,0,0,0,0,0,0,0,0
"94 Trossach Rd, Staten Island, NY 10304",40.62774,-74.083954,2,2,0,1,52,0,1,2,0,0,10,0,0,1,1,0
"492 Van Duzer St, Staten Island, NY 10304",40.627728,-74.08253,2,2,0,1,52,0,1,2,0,0,10,0,0,1,1,0
"23 Jackson St, Staten Island, NY 10304",40.630684,-74.079216,4,2,0,2,55,0,1,2,0,0,17,0,0,1,1,0
"186 Flagg Pl, Staten Island, NY 10304",40.586678,-74.10519,0,0,0,2,15,0,3,0,0,0,2,0,0,0,0,0
"100 Copperflagg Ln, Staten Island, NY 10304",40.58783,-74.109085,0,0,0,2,15,0,3,0,0,0,0,0,0,0,0,0
"1100 Clove Rd #10B, Staten Island, NY 10301",40.619057,-74.10671,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0
"271 Davis Ave, Staten Island, NY 10310",40.637302,-74.109146,0,3,0,0,45,0,0,0,0,0,4,0,0,5,0,1
"267 Myrtle Ave, Staten Island, NY 10310",40.629154,-74.120804,0,1,0,0,54,0,0,0,0,0,1,0,0,1,0,0
"17909 146th Dr, Jamaica, NY 11434",40.66203,-73.76653,0,3,1,0,37,0,0,0,0,0,1,0,0,0,0,0
"144-27 Sanford Ave  #6S, Flushing, NY 11355",40.759396,-73.81995,10,5,1,3,112,18,19,3,0,0,71,0,0,0,0,0
"300 E  74th St #36A, New York, NY 10021",40.769844,-73.95717,25,15,0,4,93,13,30,4,0,0,186,0,1,2,0,2
"220 E  82nd St #2FW, New York, NY 10028",40.775654,-73.955086,23,15,0,4,89,17,33,8,1,0,236,0,1,1,1,1
"25 Minetta Ln #3F, New York, NY 10012",40.730244,-74.00136,78,15,3,18,87,19,23,5,4,0,323,0,0,8,4,13
"165 W  66th St #15E, New York, NY 10023",40.77476,-73.98408,33,16,2,5,81,10,22,15,3,1,95,0,0,2,0,12
"215 Park Row  #16D, New York, NY 10038",40.7132,-73.9991,95,14,6,19,84,19,47,4,3,2,377,0,0,6,0,2
"381 Jerome Street, Brooklyn, NY 11207",40.67244,-73.886246,20,6,3,7,37,2,0,0,0,0,3,0,0,0,0,0
"4802 7th Ave, Brooklyn, NY 11220",40.643627,-74.00509,14,4,1,4,51,11,8,0,0,0,68,0,0,0,0,0
"7065 Queens Boulevard UNIT 4J, Woodside, NY 11377",40.73996,-73.89334,13,4,0,3,71,8,3,1,0,0,45,0,0,0,0,1
"3239 Barker Ave #G, Bronx, NY 10467",40.87257,-73.869446,11,7,3,5,55,2,3,0,0,0,8,0,0,0,0,0
"7065 Queens Boulevard UNIT 1A, Woodside, NY 11377",40.73996,-73.89334,13,4,0,3,71,8,3,1,0,0,45,0,0,0,0,1
"264 Broadway #C1607, New York, NY 10002",40.7151,-73.9859,17,14,3,6,67,21,23,1,1,2,235,0,0,3,2,6
"41 W  96th St #13B, New York, NY 10025",40.792667,-73.96636,24,8,4,6,75,14,15,7,0,0,114,0,0,0,1,0
"57 Montgomery Ave, Staten Island, NY 10301",40.64041,-74.07819,2,1,0,2,58,0,1,0,0,0,20,0,0,1,0,0
"7 Gridley Ave, Staten Island, NY 10303",40.631325,-74.159256,0,1,0,0,16,3,1,0,0,0,9,0,0,0,0,0
"1 Gridley Ave, Staten Island, NY 10303",40.631504,-74.159256,0,1,0,0,16,3,1,0,0,0,9,0,0,0,0,0
"3 Gridley Ave, Staten Island, NY 10303",40.631447,-74.159256,0,1,0,0,16,3,1,0,0,0,9,0,0,0,0,0
"125 Fulton Street, Staten Island, NY 10304",40.62119,-74.08251,5,1,0,2,37,0,1,2,0,0,4,0,0,1,0,0
"1184 Nostrand Ave, Brooklyn, NY 11225",40.65857,-73.95068,13,10,1,4,66,3,2,0,0,0,30,0,0,1,1,1
"452 60th St, Brooklyn, NY 11220",40.63982,-74.017235,16,4,0,4,67,10,9,0,1,0,50,0,0,0,2,0
"67 77th St, Brooklyn, NY 11209",40.631824,-74.03496,3,0,0,1,49,0,1,0,0,0,36,0,0,0,0,0
"93 73rd St, Brooklyn, NY 11209",40.634617,-74.033775,6,0,0,2,42,0,1,0,0,0,30,0,0,0,0,0
"1747 79th St, Brooklyn, NY 11214",40.61197,-73.99932,17,3,0,4,45,7,12,0,0,0,42,0,1,0,1,0
"670 Elton St   #TW, Brooklyn, NY 11208",40.666237,-73.88158,8,1,4,3,27,0,0,0,0,0,1,0,0,0,0,0
"97 Gaylord Dr S, Brooklyn, NY 11234",40.608635,-73.90659,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0
"111 Montgomery St, Brooklyn, NY 11225",40.6669,-73.9609,17,5,0,8,52,5,2,0,0,0,46,0,0,1,3,1
"1636 Broadway, Brooklyn, NY 11207",40.684647,-73.91407,23,3,2,7,90,5,0,0,0,0,25,0,0,0,0,1
"1389 E  18th St #4B, Brooklyn, NY 11230",40.616688,-73.95658,6,10,0,3,34,3,5,1,0,0,4,0,0,0,0,0
"30 Lott Ln, Staten Island, NY 10314",40.57554,-74.16323,0,0,0,0,11,1,3,0,0,0,3,0,0,0,0,0
"11 Windham Loop #3FF, Staten Island, NY 10314",40.57806,-74.16264,0,0,0,0,12,1,4,0,0,0,3,0,0,0,0,0
"35 Adams Ave, Staten Island, NY 10306",40.584328,-74.10525,0,0,0,2,15,0,3,0,0,0,3,0,0,0,0,0
"274 Husson St, Staten Island, NY 10306",40.581703,-74.10143,0,0,0,2,15,0,2,0,0,0,4,0,0,0,0,0
"81 Ebony St, Staten Island, NY 10306",40.573414,-74.12558,0,2,1,2,17,0,1,0,0,0,8,0,0,0,0,0
"179 Sycamore St, Staten Island, NY 10312",40.542496,-74.15686,0,0,0,1,9,1,3,0,0,0,25,0,0,0,0,0
"441 Barlow Ave, Staten Island, NY 10308",40.55804,-74.162766,0,0,0,0,20,0,1,0,1,0,3,0,0,0,0,0
"102 Van Brunt St, Staten Island, NY 10312",40.54258,-74.1719,0,0,0,2,6,0,0,0,0,0,18,0,0,0,0,0
"55 Ludlow St, Staten Island, NY 10312",40.552517,-74.1789,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"81 Tyrrell St, Staten Island, NY 10307",40.51311,-74.24901,0,0,0,2,1,1,0,0,0,0,7,0,0,0,0,0
"141 Alberta Ave, Staten Island, NY 10314",40.588455,-74.18815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"52 Avon Pl, Staten Island, NY 10301",40.63454,-74.08266,3,1,0,2,71,0,1,2,0,0,19,0,0,1,1,0
"415 Slater Blvd, Staten Island, NY 10305",40.576946,-74.08289,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0
"32 Pine St, Staten Island, NY 10301",40.636086,-74.0879,0,2,0,0,55,0,0,0,0,0,7,0,0,1,0,0
"119 Lorraine Loop, Staten Island, NY 10309",40.545414,-74.220634,0,0,0,0,13,1,0,0,0,0,3,0,0,0,0,0
"1045 Madison Ave  #14, New York, NY 10075",40.776554,-73.96164,25,14,0,5,66,10,29,7,1,0,176,0,1,1,0,1
"885 Park Ave, New York, NY 10075",40.7749,-73.9604,28,13,0,5,91,13,33,7,1,0,189,0,1,1,0,1
"22 E  78th St, New York, NY 10075",40.77565,-73.96324,26,10,0,6,71,10,26,6,1,0,152,0,1,1,0,1
"230 E  79th St #14E, New York, NY 10075",40.7735,-73.95618,28,17,0,5,99,15,34,7,1,0,209,0,1,1,0,1
"177 E  77th St #5B, New York, NY 10075",40.773357,-73.95859,28,18,0,5,101,13,34,7,1,0,197,0,1,1,0,1
"50 Central Park W, New York, NY 10023",40.77173,-73.97968,60,18,2,9,92,8,29,14,4,1,145,0,0,2,1,15
"30 W  61st St #7H, New York, NY 10023",40.76999,-73.98329,70,17,3,9,94,9,32,21,4,1,182,0,0,1,2,19
"61 W  68th St #5, New York, NY 10023",40.774727,-73.979774,37,14,2,5,85,10,20,14,3,1,88,0,0,5,1,11
"2150 Broadway #9B, New York, NY 10023",40.7813,-73.9808,27,13,1,6,83,8,19,9,4,0,103,0,0,5,0,10
"43 W  61st St #20J, New York, NY 10023",40.7705,-73.98334,63,17,3,10,92,8,31,19,4,1,168,0,0,1,2,18
"15 W 72nd Street UNIT 15-U, New York, NY 10023",40.777077,-73.976845,24,13,1,5,87,6,18,6,3,0,93,0,0,5,0,10
"1 W  End Ave #20C, New York, NY 10023",40.772198,-73.9909,26,17,3,3,67,5,14,13,3,1,92,0,0,1,1,10
"333 W  71st St, New York, NY 10023",40.779774,-73.985916,18,13,1,4,64,8,14,9,3,0,82,0,0,3,0,11
"43 W  61st St #18H, New York, NY 10023",40.7705,-73.98334,63,17,3,10,92,8,31,19,4,1,168,0,0,1,2,18
"45 W  67th St #21C, New York, NY 10023",40.774246,-73.98059,40,16,2,5,84,10,22,14,3,1,101,0,0,3,1,12
"2109 Broadway #15/127, New York, NY 10023",40.7801,-73.9822,22,14,1,5,78,9,18,10,4,0,102,0,0,5,0,10
"3 Riverside Dr, New York, NY 10023",40.78058,-73.98519,18,13,1,4,66,7,15,9,4,0,83,0,0,3,0,10
"1 W  End Ave #35B, New York, NY 10023",40.772198,-73.9909,26,17,3,3,67,5,14,13,3,1,92,0,0,1,1,10
"111 W  67th St #31E, New York, NY 10023",40.774803,-73.981476,36,16,2,5,84,10,20,16,3,1,93,0,0,3,1,12
"1768 Sedgwick Avenue, Bronx, NY 10453",40.851555,-73.92083,5,14,5,4,48,2,0,0,0,0,4,0,0,0,0,0
"1831 Andrews Ave, Bronx, NY 10453",40.85234,-73.91528,17,13,2,6,56,2,0,0,0,0,7,0,0,0,0,1
"1919 Hennessy Pl, Bronx, NY 10453",40.85487,-73.91543,9,15,3,5,48,2,0,0,0,0,6,0,0,0,0,1
"63 Buchanan Place, Bronx, NY 10453",40.858738,-73.90654,27,11,2,7,61,8,3,4,0,0,21,0,0,0,0,2
"1959 Andrews Ave, Bronx, NY 10453",40.855625,-73.91279,16,13,3,6,55,5,0,0,0,0,9,0,0,0,0,1
"500 18th St   #25D, New York, NY 10011",40.74465,-74.00644,41,8,3,6,44,9,15,3,0,1,130,0,0,5,1,6
"500 18th St   #19A, New York, NY 10011",40.74465,-74.00644,41,8,3,6,44,9,15,3,0,1,130,0,0,5,1,6
"500 18th St   #24A, New York, NY 10011",40.74465,-74.00644,41,8,3,6,44,9,15,3,0,1,130,0,0,5,1,6
"118 W  12th St, New York, NY 10011",40.736137,-73.998665,94,21,4,20,82,18,40,7,5,1,381,0,0,7,2,16
"120 11th Ave #4A, New York, NY 10011",40.746895,-74.00754,23,5,2,3,35,7,12,3,0,1,101,0,0,4,1,6
"166 W  22nd St #6E, New York, NY 10011",40.743164,-73.99576,129,15,1,22,85,15,54,12,2,1,316,0,0,10,2,6
"66 9th Ave #6, New York, NY 10011",40.741096,-74.00512,63,15,3,12,64,11,19,3,1,1,208,0,0,5,2,7
"16 W  16th St #14NS, New York, NY 10011",40.73766,-73.99375,121,19,3,23,100,19,47,8,4,0,313,0,0,8,2,12
"451 W  22nd St #4F, New York, NY 10011",40.746563,-74.00318,58,9,2,10,55,10,25,4,1,1,148,0,0,6,1,7
"410 W  24th St   #3IJM, New York, NY 10011",40.747223,-74.00143,80,9,2,11,63,12,28,8,1,1,179,0,0,7,1,8
"515 18th St   #1903, New York, NY 10011",40.745083,-74.00653,40,6,3,6,43,9,14,3,0,1,127,0,0,5,1,6
"335 W  21st St #3RE, New York, NY 10011",40.73635,-73.980865,55,14,3,8,91,20,35,5,4,0,231,0,0,2,0,9
"121 W  19th St   #F, New York, NY 10011",40.7411,-73.9956,115,15,3,19,89,14,50,8,3,1,312,0,0,9,2,8
"69 Post Ln, Staten Island, NY 10303",40.637615,-74.16431,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"241 Lockman Ave, Staten Island, NY 10303",40.63112,-74.161446,0,1,0,0,15,3,1,0,0,0,9,0,0,0,0,0
"95 Dehart Avenue, Staten Island, NY 10303",40.634098,-74.15689,0,1,0,0,12,0,1,0,0,0,5,0,0,0,0,0
"126 Ryerson St, Brooklyn, NY 11205",40.694046,-73.96538,7,5,2,2,74,9,4,0,0,0,50,0,0,0,2,0
"159 Carlton Ave #2B, Brooklyn, NY 11205",40.69282,-73.97247,28,7,2,6,71,14,9,0,2,0,56,0,0,1,4,6
"1232 Bushwick Ave, Brooklyn, NY 11221",40.687496,-73.91519,14,7,1,5,81,6,1,0,0,0,35,0,0,0,0,1
"139 Hemlock St, Brooklyn, NY 11208",40.686615,-73.87153,9,2,1,4,35,2,0,1,0,0,10,0,0,0,0,0
"999 Willmohr St, Brooklyn, NY 11212",40.655285,-73.92094,3,11,1,1,57,2,0,0,0,0,1,0,0,0,0,0
"125 E 35th St, Brooklyn, NY 11203",40.65231,-73.94462,11,12,1,3,36,1,1,0,0,0,2,0,0,0,0,0
"516 E  35th St, Brooklyn, NY 11203",40.642376,-73.94413,5,4,0,2,31,1,0,0,0,0,3,0,0,0,0,0
"1409 Albemarle Rd, Brooklyn, NY 11226",40.646908,-73.9661,7,8,0,4,39,4,3,0,0,0,33,0,0,1,0,0
"155 Veronica Pl, Brooklyn, NY 11226",40.64636,-73.95243,13,11,1,3,36,5,4,0,0,0,7,0,0,1,0,0
"828 E  21st St, Brooklyn, NY 11210",40.63342,-73.957085,15,3,0,4,51,2,2,1,0,0,4,0,0,0,0,0
"951 77th St, Brooklyn, NY 11228",40.62408,-74.01635,2,0,0,1,70,4,4,0,0,0,18,0,0,0,0,0
"569 84th St, Brooklyn, NY 11209",40.622017,-74.02349,11,0,1,3,81,3,6,1,0,0,51,0,0,0,0,0
"8311 14th Ave, Brooklyn, NY 11228",40.614044,-74.00993,6,0,0,2,44,2,4,0,0,0,20,0,0,0,0,0
"8725 15th Ave, Brooklyn, NY 11228",40.608727,-74.0119,3,0,0,1,42,2,3,0,0,0,13,0,0,0,0,0
"8844 18th Ave, Brooklyn, NY 11214",40.60244,-74.00803,7,0,0,2,35,2,6,0,0,0,23,0,0,0,0,0
"1341 Ocean Pkwy, Brooklyn, NY 11230",40.616062,-73.96829,12,3,0,4,26,0,2,0,0,0,2,0,0,0,0,0
"109 Bay 38th St, Brooklyn, NY 11214",40.59599,-73.99005,11,1,0,4,64,2,6,0,0,0,21,0,0,0,0,0
"481 Avenue Y, Brooklyn, NY 11223",40.588856,-73.96822,7,3,0,3,48,3,1,2,0,0,7,0,0,0,0,0
"704 Avenue Y, Brooklyn, NY 11235",40.589024,-73.96216,3,1,0,2,46,4,3,1,0,0,15,0,0,0,0,1
"37-20 Prince Street UNIT 7E, Flushing, NY 11354",40.760174,-73.83302,10,3,1,2,79,17,20,6,1,1,71,0,0,0,0,0
"35-19 Leavitt St   #2H, Flushing, NY 11354",40.764587,-73.82864,10,3,1,2,88,12,18,5,1,1,68,0,0,0,0,0
"148-09 Northern Blvd #4F, Flushing, NY 11354",40.765656,-73.81786,0,3,0,1,71,4,3,2,0,0,27,0,0,0,0,0
"37-20 Prince St   #12D, Flushing, NY 11354",40.760174,-73.83302,10,3,1,2,79,17,20,6,1,1,71,0,0,0,0,0
"26-21 Union St   #6C, Flushing, NY 11354",40.773453,-73.825584,0,1,0,0,46,2,2,0,1,0,8,0,0,0,0,0
"2908 139th Street UNIT 2D, Flushing, NY 11354",40.77177,-73.83001,0,1,1,0,36,2,2,1,1,0,16,0,0,0,0,0
"648 2nd St #1, Brooklyn, NY 11215",40.66887,-73.97393,19,5,0,4,44,8,8,0,0,0,74,0,0,1,4,1
"630 Union St   #3E, Brooklyn, NY 11215",40.677036,-73.98276,24,11,0,9,66,8,11,0,0,0,127,0,0,0,11,8
"457 Franklin D Roosevelt Dr #A405, New York, NY 10002",40.71571,-73.98484,17,12,3,6,70,21,18,0,1,2,213,0,0,3,2,6
"706 Riverside Dr #1B, New York, NY 10031",40.828598,-73.950226,23,9,1,5,72,4,3,1,0,0,33,0,0,1,0,1
"588 W  End Ave #6A, New York, NY 10024",40.790497,-73.97646,22,12,3,4,73,11,19,9,1,0,113,0,0,0,1,0
"251 W 91st Street UNIT 7B, New York, NY 10024",40.79173,-73.97444,25,13,3,6,73,12,20,8,1,0,120,0,0,0,1,0
"44 Box St   #6A, Brooklyn, NY 11222",40.737125,-73.954796,19,3,0,6,46,10,5,1,0,0,61,0,0,1,0,1
"61 N  Henry St   #2A, Brooklyn, NY 11222",40.721397,-73.94308,12,5,0,2,54,4,1,0,1,0,68,0,0,1,1,2
"524 Manhattan Ave, Brooklyn, NY 11222",40.72154,-73.94891,22,7,0,5,66,9,8,0,1,0,119,0,0,1,2,2
"856 43rd St #17, Brooklyn, NY 11232",40.64416,-73.99846,9,2,1,3,36,10,3,0,0,0,41,0,0,0,0,0
"156 E  45th St, Brooklyn, NY 11203",40.658348,-73.936226,0,9,0,0,39,3,0,0,0,0,1,0,0,0,0,0
"140-33 34th Ave #6F, Queens, NY 11354",40.766727,-73.82642,10,2,1,2,88,11,14,2,2,0,63,0,0,0,0,0
"2645 Homecrest Ave  #6F, Brooklyn, NY 11235",40.587,-73.9565,3,3,0,2,53,5,2,1,0,0,30,0,0,0,0,2
"6910 Avenue U #4F, Brooklyn, NY 11234",40.618683,-73.90816,0,0,1,0,29,1,0,2,0,0,3,0,0,0,0,0
"1898 Longfellow Avenue UNIT D2, Bronx, NY 10460",40.838753,-73.882225,11,12,4,3,58,3,0,1,0,0,1,0,0,0,1,0
"319 Winchester Ave, Staten Island, NY 10312",40.53974,-74.15797,0,0,0,1,7,1,2,0,0,0,25,0,0,0,0,0
"90 Bay Street Lndg #5I, Staten Island, NY 10301",40.640263,-74.07419,2,0,0,2,37,0,1,0,0,0,19,0,0,1,0,0
"3311 Shore Pkwy #C6, Brooklyn, NY 11235",40.58552,-73.95336,2,3,0,1,58,5,2,1,0,0,31,0,0,0,0,2
"3855 Shore Pkwy #4G, Brooklyn, NY 11235",40.586903,-73.93297,0,4,0,0,17,1,0,0,0,0,8,0,0,0,0,0
"611 Banner Ave #3E, Brooklyn, NY 11235",40.583332,-73.962715,15,5,0,3,72,6,7,2,0,0,27,0,0,0,0,2
"2680 E  19th St #N1, Brooklyn, NY 11235",40.586575,-73.950386,2,4,0,1,49,2,2,1,0,0,28,0,0,0,0,1
"303 Park Ave  #3310, New York, NY 10022",40.7565,-73.97335,101,8,0,16,122,12,81,19,2,0,248,0,0,3,0,4
"629 Westwood Ave #A, Staten Island, NY 10314",40.605846,-74.132164,0,1,0,0,28,2,1,0,0,0,3,0,0,0,0,0
"2330 Voorhies Ave #5O, Brooklyn, NY 11235",40.586334,-73.945,2,2,0,1,49,2,2,1,0,0,29,0,0,0,0,1
"2427 E 29 Street UNIT 2G, Brooklyn, NY 11235",40.592514,-73.9411,0,5,0,0,45,2,0,1,0,0,4,0,0,0,0,0
"2455 Haring St   #1A, Brooklyn, NY 11235",40.592705,-73.94143,0,5,0,0,46,2,0,1,0,0,3,0,0,0,0,0
"315 E  65th St #4L, New York, NY 10065",40.76425,-73.960655,30,13,1,6,108,13,35,4,0,0,141,0,0,2,0,1
"264-05A Langston Avenue UNIT 130/E7, Glen Oaks, NY 11004",40.75239,-73.71855,0,1,1,0,23,0,0,0,1,0,2,0,0,0,0,0
"74-02 263rd Street UNIT G-1, Glen Oaks, NY 11004",40.750725,-73.71361,0,2,1,0,25,0,0,0,1,0,4,0,0,0,0,0
"255-18 74th Avenue UNIT H-1, Glen Oaks, NY 11004",40.74804,-73.71635,0,0,2,0,22,1,0,0,1,0,2,0,0,0,0,0
"255-34 73rd Avenue 1st fl, Glen Oaks, NY 11004",40.750385,-73.717834,0,1,1,0,23,1,0,0,1,0,2,0,0,0,0,0
"260-24 75 Avenue UNIT Upper, Glen Oaks, NY 11004",40.752174,-73.71702,0,1,0,0,23,0,0,0,1,0,2,0,0,0,0,0
"5607 Avenue T #47D, Brooklyn, NY 11234",40.61454,-73.92015,0,0,2,0,50,3,0,0,0,0,3,0,0,0,0,0
"2212 Plumb 1 St   #5G, Brooklyn, NY 11229",40.599,-73.9328,0,5,0,0,28,1,0,0,0,0,7,0,0,0,0,0
"34 N  7th St #5I, Brooklyn, NY 11249",40.72058,-73.962456,6,7,0,1,19,5,4,0,5,0,103,0,0,1,1,2
"429 Kent Ave #209, Brooklyn, NY 11249",40.70951,-73.967766,8,16,1,1,35,6,8,1,3,0,58,0,0,0,0,0
"55 Berry St #6G, Brooklyn, NY 11249",40.720505,-73.95683,18,7,0,4,50,9,11,0,4,0,137,0,0,2,1,3
"184 Kent Ave #A-515, Brooklyn, NY 11249",40.71844,-73.96388,6,8,0,1,22,6,5,1,4,0,117,0,0,1,1,2
"34 N  7th St #8A, Brooklyn, NY 11249",40.72058,-73.962456,6,7,0,1,19,5,4,0,5,0,103,0,0,1,1,2
"330 Wythe Ave #6J, Brooklyn, NY 11249",40.714954,-73.9653,14,10,0,2,36,8,9,1,3,0,113,0,0,1,1,1
"85 N  3rd St   #407, Brooklyn, NY 11249",40.7172,-73.9623,12,8,0,1,33,9,9,1,3,0,122,0,0,1,1,2
"440 Kent Ave #19D, Brooklyn, NY 11249",40.70923,-73.96929,8,16,1,1,28,3,5,1,3,0,50,0,0,0,0,0
"81 S  9th St   #1, Brooklyn, NY 11249",40.70914,-73.96608,8,19,1,1,40,8,8,1,3,0,63,0,0,0,0,0
"184 Kent Ave #A-408, Brooklyn, NY 11249",40.71844,-73.96388,6,8,0,1,22,6,5,1,4,0,117,0,0,1,1,2
"429 Kent Ave #810, Brooklyn, NY 11249",40.70951,-73.967766,8,16,1,1,35,6,8,1,3,0,58,0,0,0,0,0
"125 N  10th St #N5C, Brooklyn, NY 11249",40.720238,-73.95646,18,8,0,4,52,8,11,0,4,0,143,0,0,2,1,3
"429 Kent Ave #830, Brooklyn, NY 11249",40.70951,-73.967766,8,16,1,1,35,6,8,1,3,0,58,0,0,0,0,0
"3671 Hudson Manor Ter #14H, Bronx, NY 10463",40.88795,-73.91582,0,4,1,0,7,1,3,0,0,0,12,0,0,0,0,0
"330 E  38th St #42L, New York, NY 10016",40.746418,-73.97337,37,5,0,6,75,12,41,22,1,0,191,0,0,2,1,3
"15 E  30th St   #31B, New York, NY 10016",40.7457,-73.9852,115,9,1,19,120,18,64,18,2,0,355,0,0,7,1,5
"88 Lexington Ave #1602, New York, NY 10016",40.74179,-73.98351,76,11,1,14,100,20,50,14,2,0,312,0,0,5,1,7
"225 E  34th St #2G, New York, NY 10016",40.745384,-73.97693,47,6,0,8,100,15,55,24,1,0,267,0,0,4,1,4
"3218 Country Club Rd, Bronx, NY 10465",40.840836,-73.82225,0,2,4,0,34,0,0,0,0,0,5,0,0,0,0,0
"6013 Huxley Ave, Bronx, NY 10471",40.90806,-73.89841,0,5,3,0,24,3,2,4,0,0,4,0,0,0,0,0
"116 Surf Drive UNIT 465, Bronx, NY 10473",40.805656,-73.85058,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"133-38 Sanford Avenue UNIT 20F, Flushing, NY 11355",40.755993,-73.8293,10,4,2,2,82,18,19,5,1,1,72,0,0,0,0,0
"13235 Sanford Ave #6K, Flushing, NY 11355",40.755642,-73.83206,10,2,1,2,72,18,19,5,1,1,68,0,0,0,0,0
"132-16 Maple Avenue UNIT 4B, Flushing, NY 11355",40.75367,-73.83225,10,4,1,2,65,17,20,5,1,1,63,0,0,0,0,0
"136-18 Maple Ave  #17D, Flushing, NY 11355",40.755188,-73.82891,10,5,2,2,80,18,20,5,1,1,71,0,0,0,0,0
"138-10 Franklin Ave  #14K, Flushing, NY 11355",40.754627,-73.82549,10,5,1,2,86,21,20,5,1,1,73,0,0,0,0,0
"149-31 45th Avenue, Flushing, NY 11355",40.756577,-73.81197,0,4,0,1,84,4,1,1,0,0,29,0,0,0,0,0
"132-35 Sanford Avenue UNIT Ld, Flushing, NY 11355",40.75466,-73.83309,10,2,1,3,65,18,19,5,1,1,67,0,0,0,0,0
"46-43 157th Street, Flushing, NY 11355",40.75283,-73.80943,0,4,0,0,64,2,0,0,0,0,10,0,0,0,0,0
"41-25 Kissena Boulevard UNIT 4H, Flushing, NY 11355",40.758144,-73.82844,10,3,1,2,89,19,20,5,1,1,74,0,0,0,0,0
"132-35 41st Road UNIT 3A, Flushing, NY 11355",40.756332,-73.83261,10,2,1,2,71,18,19,5,1,1,71,0,0,0,0,0
"54-31 153rd Street, Flushing, NY 11355",40.74471,-73.81455,0,6,6,0,50,4,1,0,0,0,13,0,0,1,0,1
"5998 Palisade Ave, Bronx, NY 10471",40.910473,-73.906876,0,3,3,1,19,3,2,8,0,0,4,0,0,0,0,0
"909 Cranford Ave, Bronx, NY 10466",40.90386,-73.843834,3,8,1,1,17,1,0,0,0,0,2,0,0,0,0,0
"1135 Croes Avenue, Bronx, NY 10472",40.828197,-73.87064,9,11,3,4,59,4,4,0,0,0,17,0,0,0,0,0
"2288 Light Street, Bronx, NY 10466",40.887695,-73.82881,1,4,0,1,28,2,2,0,0,0,7,0,0,0,0,0
"2575 Palisade Ave #1K, Bronx, NY 10463",40.881905,-73.92202,0,2,1,1,7,0,0,1,0,1,0,0,0,0,0,0
"108 Surfside Plz, Staten Island, NY 10307",40.5017,-74.2377,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"457 Brighton St, Staten Island, NY 10307",40.498703,-74.24116,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"55 Chelsea St, Staten Island, NY 10307",40.507782,-74.24525,0,0,0,1,3,0,0,0,0,0,7,0,0,0,0,0
"110 Joline Ave, Staten Island, NY 10307",40.510418,-74.2366,0,0,0,1,5,2,1,0,0,0,9,0,0,0,0,0
"127 Surfside Plz, Staten Island, NY 10307",40.502464,-74.237785,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
